Plot,Elevation,Year,Taxon,Shade Tolerance,Fire Tolerance,Biogeographical Association,Layer,Class,OG_Cover,Med_Cover,Mono_Cover
A05,1383,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,1,0.5,3
A05,1383,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
A10,1304,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
A13,1550,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
A14,1668,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,5,5.5,7
A17,2024,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,1,0.5,3
A17,2024,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
A19,2263,1969,Chrysolepis sempervirens,H,NA,N,shrub,2,NA,0.5,3
A21,2000,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,0.2,0.5,3
A23,1553,2024,Chrysolepis sempervirens,H,NA,N,shrub,4,12,17.5,17.5
A23,1553,1969,Chrysolepis sempervirens,H,NA,N,shrub,4,NA,17.5,17.5
A24,1625,2024,Chrysolepis sempervirens,H,NA,N,shrub,4,17,17.5,17.5
A24,1625,1969,Chrysolepis sempervirens,H,NA,N,shrub,6,NA,62.5,62.5
A25,1650,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,5,5.5,7
A25,1650,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
A26,1781,2024,Chrysolepis sempervirens,H,NA,N,shrub,4,10,17.5,17.5
A26,1781,1969,Chrysolepis sempervirens,H,NA,N,shrub,2,NA,0.5,3
A27,1876,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,3,5.5,7
A27,1876,1969,Chrysolepis sempervirens,H,NA,N,shrub,2,NA,0.5,3
A28,1907,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,1,0.5,3
A30,1681,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,3,5.5,7
A30,1681,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
A31,1495,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,4,5.5,7
A31,1495,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
A32,1522,2024,Chrysolepis sempervirens,H,NA,N,shrub,4,12,17.5,17.5
A32,1522,1969,Chrysolepis sempervirens,H,NA,N,shrub,5,NA,37.5,37.5
A33,1632,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,2,5.5,7
A33,1632,1969,Chrysolepis sempervirens,H,NA,N,shrub,4,NA,17.5,17.5
A34,1768,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,6,5.5,7
A34,1768,1969,Chrysolepis sempervirens,H,NA,N,shrub,4,NA,17.5,17.5
A35,1797,2024,Chrysolepis sempervirens,H,NA,N,shrub,1,0.2,0.2,1
A38,2048,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
A40,2285,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,3,5.5,7
A41,2270,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
A50,1803,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,6,5.5,7
A50,1803,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
A51,1638,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,2,5.5,7
A51,1638,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
A52,1589,2024,Chrysolepis sempervirens,H,NA,N,shrub,4,20,17.5,17.5
A52,1589,1969,Chrysolepis sempervirens,H,NA,N,shrub,4,NA,17.5,17.5
A53,1627,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
A54,1529,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,1,0.5,3
A54,1529,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
A61,2248,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,3,5.5,7
A67,2303,2024,Chrysolepis sempervirens,H,NA,N,shrub,1,0.2,0.2,1
A73,2274,1969,Chrysolepis sempervirens,H,NA,N,shrub,1,NA,0.2,1
A75,2278,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,0.2,0.5,3
A79,2127,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,7,5.5,7
A81,2004,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,0.2,0.5,3
A83,1960,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,0.2,0.5,3
A86,1921,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,2,5.5,7
A88,1790,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,2,5.5,7
A88,1790,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
A89,1809,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
A93,2043,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
A94,2094,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,1,0.5,3
A96,2280,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,1,0.5,3
A96,2280,1969,Chrysolepis sempervirens,H,NA,N,shrub,2,NA,0.5,3
A97,2294,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,2,5.5,7
A97,2294,1969,Chrysolepis sempervirens,H,NA,N,shrub,5,NA,37.5,37.5
B02,1917,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
B05,2347,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,4,5.5,7
B08,2212,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
B11,2310,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,0.2,0.5,3
B11,2310,1969,Chrysolepis sempervirens,H,NA,N,shrub,2,NA,0.5,3
B12,2414,1969,Chrysolepis sempervirens,H,NA,N,shrub,2,NA,0.5,3
B14,2477,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,0.2,0.5,3
B14,2477,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
B16,2322,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,0.2,0.5,3
B16,2322,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
B17,2261,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,0.2,0.5,3
B20,2127,1969,Chrysolepis sempervirens,H,NA,N,shrub,5,NA,37.5,37.5
B21,2059,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,0.2,0.5,3
B24,1953,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,0.2,0.5,3
B25,1962,2024,Chrysolepis sempervirens,H,NA,N,shrub,4,14,17.5,17.5
B27,1828,1969,Chrysolepis sempervirens,H,NA,N,shrub,4,NA,17.5,17.5
B35,2178,2024,Chrysolepis sempervirens,H,NA,N,shrub,1,0.2,0.2,1
B42,1865,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
B43,1885,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,1,0.5,3
B43,1885,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
B50,1716,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,5,5.5,7
B50,1716,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
B52,1913,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,7,5.5,7
B52,1913,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
B56,1920,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,1,0.5,3
B56,1920,1969,Chrysolepis sempervirens,H,NA,N,shrub,4,NA,17.5,17.5
B57,1907,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,1,0.5,3
B58,2075,1969,Chrysolepis sempervirens,H,NA,N,shrub,4,NA,17.5,17.5
B61,2380,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
B71,1690,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,2,5.5,7
B72,1786,2024,Chrysolepis sempervirens,H,NA,N,shrub,2,3,0.5,3
B72,1786,1969,Chrysolepis sempervirens,H,NA,N,shrub,4,NA,17.5,17.5
B74,1793,2024,Chrysolepis sempervirens,H,NA,N,shrub,4,11,17.5,17.5
B74,1793,1969,Chrysolepis sempervirens,H,NA,N,shrub,5,NA,37.5,37.5
B76,1889,1969,Chrysolepis sempervirens,H,NA,N,shrub,2,NA,0.5,3
B77,1868,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,5,5.5,7
B77,1868,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
B78,1774,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,3,5.5,7
B78,1774,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
B81,2190,1969,Chrysolepis sempervirens,H,NA,N,shrub,1,NA,0.2,1
B85,2032,1969,Chrysolepis sempervirens,H,NA,N,shrub,4,NA,17.5,17.5
B86,1981,2024,Chrysolepis sempervirens,H,NA,N,shrub,3,5,5.5,7
B86,1981,1969,Chrysolepis sempervirens,H,NA,N,shrub,5,NA,37.5,37.5
C01,2162,1969,Chrysolepis sempervirens,H,NA,N,shrub,2,NA,0.5,3
A01,1760,1969,Clintonia uniflora,H,I,N,herb,3,NA,5.5,7
A05,1383,1969,Clintonia uniflora,H,I,N,herb,3,NA,5.5,7
A10,1304,1969,Clintonia uniflora,H,I,N,herb,2,NA,0.5,3
A14,1668,1969,Clintonia uniflora,H,I,N,herb,3,NA,5.5,7
A23,1553,1969,Clintonia uniflora,H,I,N,herb,2,NA,0.5,3
A35,1797,1969,Clintonia uniflora,H,I,N,herb,2,NA,0.5,3
A36,1926,2024,Clintonia uniflora,H,I,N,herb,2,0.2,0.5,3
A36,1926,1969,Clintonia uniflora,H,I,N,herb,3,NA,5.5,7
A51,1638,1969,Clintonia uniflora,H,I,N,herb,2,NA,0.5,3
A55,2038,1969,Clintonia uniflora,H,I,N,herb,2,NA,0.5,3
A84,1973,2024,Clintonia uniflora,H,I,N,herb,2,1,0.5,3
A84,1973,1969,Clintonia uniflora,H,I,N,herb,2,NA,0.5,3
A85,1940,2024,Clintonia uniflora,H,I,N,herb,2,0.2,0.5,3
A85,1940,1969,Clintonia uniflora,H,I,N,herb,3,NA,5.5,7
A87,1892,2024,Clintonia uniflora,H,I,N,herb,2,0.2,0.5,3
A87,1892,1969,Clintonia uniflora,H,I,N,herb,2,NA,0.5,3
A88,1790,2024,Clintonia uniflora,H,I,N,herb,2,0.2,0.5,3
B02,1917,2024,Clintonia uniflora,H,I,N,herb,2,0.2,0.5,3
B21,2059,2024,Clintonia uniflora,H,I,N,herb,2,0.2,0.5,3
B26,1822,2024,Clintonia uniflora,H,I,N,herb,2,1,0.5,3
B42,1865,2024,Clintonia uniflora,H,I,N,herb,2,0.2,0.5,3
B42,1865,1969,Clintonia uniflora,H,I,N,herb,3,NA,5.5,7
B48,2072,2024,Clintonia uniflora,H,I,N,herb,3,2,5.5,7
B48,2072,1969,Clintonia uniflora,H,I,N,herb,3,NA,5.5,7
B49,2026,1969,Clintonia uniflora,H,I,N,herb,2,NA,0.5,3
B54,1953,2024,Clintonia uniflora,H,I,N,herb,3,5,5.5,7
B56,1920,2024,Clintonia uniflora,H,I,N,herb,2,0.2,0.5,3
B57,1907,2024,Clintonia uniflora,H,I,N,herb,2,0.2,0.5,3
B63,1909,1969,Clintonia uniflora,H,I,N,herb,3,NA,5.5,7
B69,1925,1969,Clintonia uniflora,H,I,N,herb,3,NA,5.5,7
B70,1826,2024,Clintonia uniflora,H,I,N,herb,2,1,0.5,3
B70,1826,1969,Clintonia uniflora,H,I,N,herb,4,NA,17.5,17.5
B71,1690,1969,Clintonia uniflora,H,I,N,herb,4,NA,17.5,17.5
B82,2034,2024,Clintonia uniflora,H,I,N,herb,2,0.2,0.5,3
B82,2034,1969,Clintonia uniflora,H,I,N,herb,1,NA,0.2,1
B84,1963,2024,Clintonia uniflora,H,I,N,herb,2,1,0.5,3
A05,1383,1969,Corallorhiza maculata,H,L,N,herb,2,NA,0.5,3
A08,1296,1969,Corallorhiza maculata,H,L,N,herb,1,NA,0.2,1
A10,1304,2024,Corallorhiza maculata,H,L,N,herb,2,0.2,0.5,3
A27,1876,1969,Corallorhiza maculata,H,L,N,herb,2,NA,0.5,3
A35,1797,1969,Corallorhiza maculata,H,L,N,herb,2,NA,0.5,3
A51,1638,1969,Corallorhiza maculata,H,L,N,herb,2,NA,0.5,3
A89,1809,1969,Corallorhiza maculata,H,L,N,herb,3,NA,5.5,7
A93,2043,1969,Corallorhiza maculata,H,L,N,herb,2,NA,0.5,3
A98,2235,1969,Corallorhiza maculata,H,L,N,herb,2,NA,0.5,3
B24,1953,2024,Corallorhiza maculata,H,L,N,herb,1,0.2,0.2,1
B37,2104,2024,Corallorhiza maculata,H,L,N,herb,2,0.2,0.5,3
B37,2104,1969,Corallorhiza maculata,H,L,N,herb,2,NA,0.5,3
B42,1865,1969,Corallorhiza maculata,H,L,N,herb,3,NA,5.5,7
B74,1793,2024,Corallorhiza maculata,H,L,N,herb,2,0.2,0.5,3
B76,1889,2024,Corallorhiza maculata,H,L,N,herb,1,0.2,0.2,1
B77,1868,1969,Corallorhiza maculata,H,L,N,herb,2,NA,0.5,3
A01,1760,2024,Cryptogramma acrostichoides,I,NA,N,herb,2,0.2,0.5,3
A47,1950,2024,Cryptogramma acrostichoides,I,NA,N,herb,2,0.2,0.5,3
A55,2038,2024,Cryptogramma acrostichoides,I,NA,N,herb,2,0.2,0.5,3
A66,2148,1969,Cryptogramma acrostichoides,I,NA,N,herb,2,NA,0.5,3
A69,2172,1969,Cryptogramma acrostichoides,I,NA,N,herb,2,NA,0.5,3
A71,2142,2024,Cryptogramma acrostichoides,I,NA,N,herb,2,0.2,0.5,3
A88,1790,2024,Cryptogramma acrostichoides,I,NA,N,herb,2,0.2,0.5,3
A88,1790,1969,Cryptogramma acrostichoides,I,NA,N,herb,3,NA,5.5,7
A90,1876,1969,Cryptogramma acrostichoides,I,NA,N,herb,3,NA,5.5,7
A91,1882,1969,Cryptogramma acrostichoides,I,NA,N,herb,3,NA,5.5,7
A93,2043,1969,Cryptogramma acrostichoides,I,NA,N,herb,3,NA,5.5,7
A94,2094,2024,Cryptogramma acrostichoides,I,NA,N,herb,2,0.2,0.5,3
A96,2280,1969,Cryptogramma acrostichoides,I,NA,N,herb,2,NA,0.5,3
A97,2294,1969,Cryptogramma acrostichoides,I,NA,N,herb,1,NA,0.2,1
B03,2110,1969,Cryptogramma acrostichoides,I,NA,N,herb,2,NA,0.5,3
B04,2243,2024,Cryptogramma acrostichoides,I,NA,N,herb,2,0.2,0.5,3
B10,2225,1969,Cryptogramma acrostichoides,I,NA,N,herb,3,NA,5.5,7
B17,2261,1969,Cryptogramma acrostichoides,I,NA,N,herb,2,NA,0.5,3
B19,2140,2024,Cryptogramma acrostichoides,I,NA,N,herb,2,0.2,0.5,3
B19,2140,1969,Cryptogramma acrostichoides,I,NA,N,herb,2,NA,0.5,3
B29,2232,2024,Cryptogramma acrostichoides,I,NA,N,herb,2,0.2,0.5,3
B29,2232,1969,Cryptogramma acrostichoides,I,NA,N,herb,3,NA,5.5,7
B33,2139,1969,Cryptogramma acrostichoides,I,NA,N,herb,3,NA,5.5,7
B34,2212,1969,Cryptogramma acrostichoides,I,NA,N,herb,3,NA,5.5,7
B40,2052,2024,Cryptogramma acrostichoides,I,NA,N,herb,2,0.2,0.5,3
B40,2052,1969,Cryptogramma acrostichoides,I,NA,N,herb,3,NA,5.5,7
B43,1885,2024,Cryptogramma acrostichoides,I,NA,N,herb,2,0.2,0.5,3
B57,1907,1969,Cryptogramma acrostichoides,I,NA,N,herb,3,NA,5.5,7
B58,2075,2024,Cryptogramma acrostichoides,I,NA,N,herb,2,0.2,0.5,3
B58,2075,1969,Cryptogramma acrostichoides,I,NA,N,herb,3,NA,5.5,7
B59,2107,1969,Cryptogramma acrostichoides,I,NA,N,herb,3,NA,5.5,7
B60,2283,1969,Cryptogramma acrostichoides,I,NA,N,herb,3,NA,5.5,7
B65,2142,1969,Cryptogramma acrostichoides,I,NA,N,herb,3,NA,5.5,7
B66,2181,1969,Cryptogramma acrostichoides,I,NA,N,herb,3,NA,5.5,7
B83,1966,2024,Cryptogramma acrostichoides,I,NA,N,herb,2,0.2,0.5,3
A38,2048,2024,Elymus elymoides,L,NA,N,herb,2,0.2,0.5,3
A41,2270,2024,Elymus elymoides,L,NA,N,herb,2,0.2,0.5,3
A82,1992,2024,Elymus elymoides,L,NA,N,herb,2,0.2,0.5,3
A89,1809,1969,Elymus elymoides,L,NA,N,herb,2,NA,0.5,3
A90,1876,2024,Elymus elymoides,L,NA,N,herb,1,0.2,0.2,1
A91,1882,1969,Elymus elymoides,L,NA,N,herb,2,NA,0.5,3
A97,2294,1969,Elymus elymoides,L,NA,N,herb,3,NA,5.5,7
A98,2235,1969,Elymus elymoides,L,NA,N,herb,3,NA,5.5,7
B04,2243,2024,Elymus elymoides,L,NA,N,herb,2,0.2,0.5,3
B06,2333,2024,Elymus elymoides,L,NA,N,herb,2,0.2,0.5,3
B10,2225,1969,Elymus elymoides,L,NA,N,herb,4,NA,17.5,17.5
B30,2233,1969,Elymus elymoides,L,NA,N,herb,2,NA,0.5,3
B57,1907,1969,Elymus elymoides,L,NA,N,herb,4,NA,17.5,17.5
B59,2107,1969,Elymus elymoides,L,NA,N,herb,3,NA,5.5,7
B61,2380,1969,Elymus elymoides,L,NA,N,herb,3,NA,5.5,7
B83,1966,1969,Elymus elymoides,L,NA,N,herb,2,NA,0.5,3
B86,1981,2024,Elymus elymoides,L,NA,N,herb,2,0.2,0.5,3
A05,1383,1969,Eremogone congesta,I,NA,N,herb,2,NA,0.5,3
A19,2263,2024,Eremogone congesta,I,NA,N,herb,2,0.2,0.5,3
A39,2227,2024,Eremogone congesta,I,NA,N,herb,2,0.2,0.5,3
A41,2270,1969,Eremogone congesta,I,NA,N,herb,1,NA,0.2,1
A54,1529,1969,Eremogone congesta,I,NA,N,herb,2,NA,0.5,3
A60,2235,2024,Eremogone congesta,I,NA,N,herb,2,0.2,0.5,3
A61,2248,2024,Eremogone congesta,I,NA,N,herb,2,0.2,0.5,3
A61,2248,1969,Eremogone congesta,I,NA,N,herb,2,NA,0.5,3
A66,2148,1969,Eremogone congesta,I,NA,N,herb,2,NA,0.5,3
A69,2172,2024,Eremogone congesta,I,NA,N,herb,2,1,0.5,3
A73,2274,2024,Eremogone congesta,I,NA,N,herb,2,0.2,0.5,3
A90,1876,2024,Eremogone congesta,I,NA,N,herb,2,0.2,0.5,3
A91,1882,1969,Eremogone congesta,I,NA,N,herb,4,NA,17.5,17.5
A93,2043,1969,Eremogone congesta,I,NA,N,herb,3,NA,5.5,7
A98,2235,1969,Eremogone congesta,I,NA,N,herb,2,NA,0.5,3
B05,2347,1969,Eremogone congesta,I,NA,N,herb,4,NA,17.5,17.5
B10,2225,2024,Eremogone congesta,I,NA,N,herb,2,0.2,0.5,3
B10,2225,1969,Eremogone congesta,I,NA,N,herb,4,NA,17.5,17.5
B19,2140,2024,Eremogone congesta,I,NA,N,herb,2,0.2,0.5,3
B25,1962,1969,Eremogone congesta,I,NA,N,herb,4,NA,17.5,17.5
B29,2232,2024,Eremogone congesta,I,NA,N,herb,2,0.2,0.5,3
B29,2232,1969,Eremogone congesta,I,NA,N,herb,1,NA,0.2,1
B33,2139,2024,Eremogone congesta,I,NA,N,herb,2,0.2,0.5,3
B33,2139,1969,Eremogone congesta,I,NA,N,herb,4,NA,17.5,17.5
B34,2212,2024,Eremogone congesta,I,NA,N,herb,2,0.2,0.5,3
B34,2212,1969,Eremogone congesta,I,NA,N,herb,2,NA,0.5,3
B57,1907,2024,Eremogone congesta,I,NA,N,herb,2,0.2,0.5,3
B57,1907,1969,Eremogone congesta,I,NA,N,herb,5,NA,37.5,37.5
B59,2107,1969,Eremogone congesta,I,NA,N,herb,4,NA,17.5,17.5
B60,2283,2024,Eremogone congesta,I,NA,N,herb,2,0.2,0.5,3
B60,2283,1969,Eremogone congesta,I,NA,N,herb,4,NA,17.5,17.5
B65,2142,2024,Eremogone congesta,I,NA,N,herb,2,0.2,0.5,3
B65,2142,1969,Eremogone congesta,I,NA,N,herb,3,NA,5.5,7
B66,2181,2024,Eremogone congesta,I,NA,N,herb,2,0.2,0.5,3
B66,2181,1969,Eremogone congesta,I,NA,N,herb,3,NA,5.5,7
B81,2190,2024,Eremogone congesta,I,NA,N,herb,2,1,0.5,3
B83,1966,2024,Eremogone congesta,I,NA,N,herb,2,0.2,0.5,3
A38,2048,2024,Eriogonum umbellatum,L,NA,NA,herb,2,0.2,0.5,3
A39,2227,2024,Eriogonum umbellatum,L,NA,NA,herb,3,3,5.5,7
A40,2285,2024,Eriogonum umbellatum,L,NA,NA,herb,2,0.2,0.5,3
A91,1882,1969,Eriogonum umbellatum,L,NA,NA,herb,3,NA,5.5,7
A92,1830,1969,Eriogonum umbellatum,L,NA,NA,herb,4,NA,17.5,17.5
A97,2294,1969,Eriogonum umbellatum,L,NA,NA,herb,4,NA,17.5,17.5
A98,2235,2024,Eriogonum umbellatum,L,NA,NA,herb,2,1,0.5,3
A98,2235,1969,Eriogonum umbellatum,L,NA,NA,herb,3,NA,5.5,7
B04,2243,2024,Eriogonum umbellatum,L,NA,NA,herb,2,1,0.5,3
B04,2243,1969,Eriogonum umbellatum,L,NA,NA,herb,3,NA,5.5,7
B05,2347,2024,Eriogonum umbellatum,L,NA,NA,herb,2,0.2,0.5,3
B05,2347,1969,Eriogonum umbellatum,L,NA,NA,herb,4,NA,17.5,17.5
B06,2333,2024,Eriogonum umbellatum,L,NA,NA,herb,2,0.2,0.5,3
B06,2333,1969,Eriogonum umbellatum,L,NA,NA,herb,4,NA,17.5,17.5
B12,2414,2024,Eriogonum umbellatum,L,NA,NA,herb,2,0.2,0.5,3
B12,2414,1969,Eriogonum umbellatum,L,NA,NA,herb,3,NA,5.5,7
B30,2233,1969,Eriogonum umbellatum,L,NA,NA,herb,4,NA,17.5,17.5
B31,2251,2024,Eriogonum umbellatum,L,NA,NA,herb,3,7,5.5,7
B31,2251,1969,Eriogonum umbellatum,L,NA,NA,herb,4,NA,17.5,17.5
B35,2178,1969,Eriogonum umbellatum,L,NA,NA,herb,3,NA,5.5,7
B36,2153,1969,Eriogonum umbellatum,L,NA,NA,herb,5,NA,37.5,37.5
B39,2138,1969,Eriogonum umbellatum,L,NA,NA,herb,4,NA,17.5,17.5
B40,2052,1969,Eriogonum umbellatum,L,NA,NA,herb,3,NA,5.5,7
B46,2183,1969,Eriogonum umbellatum,L,NA,NA,herb,3,NA,5.5,7
B59,2107,1969,Eriogonum umbellatum,L,NA,NA,herb,3,NA,5.5,7
B61,2380,2024,Eriogonum umbellatum,L,NA,NA,herb,2,0.2,0.5,3
B61,2380,1969,Eriogonum umbellatum,L,NA,NA,herb,4,NA,17.5,17.5
A97,2294,2024,Eriogonum umbellatum,L,NA,NA,herb,2,0.2,0.5,3
A40,2285,1969,Erysimum capitatum,I,NA,N,herb,1,NA,0.2,1
A41,2270,1969,Erysimum capitatum,I,NA,N,herb,1,NA,0.2,1
A88,1790,1969,Erysimum capitatum,I,NA,N,herb,2,NA,0.5,3
A89,1809,1969,Erysimum capitatum,I,NA,N,herb,3,NA,5.5,7
A97,2294,1969,Erysimum capitatum,I,NA,N,herb,1,NA,0.2,1
B06,2333,1969,Erysimum capitatum,I,NA,N,herb,2,NA,0.5,3
B10,2225,1969,Erysimum capitatum,I,NA,N,herb,3,NA,5.5,7
B29,2232,1969,Erysimum capitatum,I,NA,N,herb,3,NA,5.5,7
B30,2233,1969,Erysimum capitatum,I,NA,N,herb,2,NA,0.5,3
B31,2251,2024,Erysimum capitatum,I,NA,N,herb,2,0.2,0.5,3
B31,2251,1969,Erysimum capitatum,I,NA,N,herb,3,NA,5.5,7
B33,2139,1969,Erysimum capitatum,I,NA,N,herb,2,NA,0.5,3
B36,2153,1969,Erysimum capitatum,I,NA,N,herb,2,NA,0.5,3
B39,2138,1969,Erysimum capitatum,I,NA,N,herb,2,NA,0.5,3
B40,2052,1969,Erysimum capitatum,I,NA,N,herb,3,NA,5.5,7
B40,2052,1969,Erysimum capitatum,I,NA,N,herb,3,NA,5.5,7
B42,1865,1969,Erysimum capitatum,I,NA,N,herb,2,NA,0.5,3
B46,2183,2024,Erysimum capitatum,I,NA,N,herb,2,0.2,0.5,3
B65,2142,1969,Erysimum capitatum,I,NA,N,herb,3,NA,5.5,7
A01,1760,1969,Goodyera oblongifolia,I,L,N,herb,2,NA,0.5,3
A08,1296,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A08,1296,1969,Goodyera oblongifolia,I,L,N,herb,1,NA,0.2,1
A10,1304,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A10,1304,1969,Goodyera oblongifolia,I,L,N,herb,1,NA,0.2,1
A13,1550,2024,Goodyera oblongifolia,I,L,N,herb,2,1,0.5,3
A14,1668,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A14,1668,1969,Goodyera oblongifolia,I,L,N,herb,2,NA,0.5,3
A17,2024,2024,Goodyera oblongifolia,I,L,N,herb,1,0.2,0.2,1
A23,1553,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A25,1650,2024,Goodyera oblongifolia,I,L,N,herb,1,0.2,0.2,1
A26,1781,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A26,1781,1969,Goodyera oblongifolia,I,L,N,herb,1,NA,0.2,1
A32,1522,1969,Goodyera oblongifolia,I,L,N,herb,2,NA,0.5,3
A34,1768,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A34,1768,1969,Goodyera oblongifolia,I,L,N,herb,1,NA,0.2,1
A35,1797,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A35,1797,1969,Goodyera oblongifolia,I,L,N,herb,2,NA,0.5,3
A36,1926,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A47,1950,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A47,1950,1969,Goodyera oblongifolia,I,L,N,herb,2,NA,0.5,3
A51,1638,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A52,1589,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A52,1589,1969,Goodyera oblongifolia,I,L,N,herb,2,NA,0.5,3
A57,2053,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A65,2107,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A66,2148,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A85,1940,1969,Goodyera oblongifolia,I,L,N,herb,2,NA,0.5,3
A86,1921,1969,Goodyera oblongifolia,I,L,N,herb,1,NA,0.2,1
A87,1892,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A87,1892,1969,Goodyera oblongifolia,I,L,N,herb,2,NA,0.5,3
A88,1790,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A88,1790,1969,Goodyera oblongifolia,I,L,N,herb,3,NA,5.5,7
A91,1882,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
B02,1917,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
B02,1917,1969,Goodyera oblongifolia,I,L,N,herb,2,NA,0.5,3
B26,1822,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
B27,1828,1969,Goodyera oblongifolia,I,L,N,herb,2,NA,0.5,3
